secret1gutl7uangw9nvr4hnewpkkm9uskw0ewycjnfqc,LUNA,0.100000
secret1fxx94rsvcgqjkcyzruta57v8kj8hdh54vw8hq9,LUNA,0.013326
secret1fjku6h37hdgsk6dg0vmtvvw5v9sd2gdgldguh7,LUNA,0.250000
secret1f4hszkrl9nuu0z4jrk6ysc6rdzww04flx9w5e5,LUNA,0.000005
secret1fe6l2p6u6peg5xgfjeagnzeejas3saqfj5y9d0,LUNA,0.010000
secret1288tufjxsmxdcz357dxzk66kzx7j907y7hjqcx,LUNA,0.070000
secret126rwk2ny5ckdsk0ypspa5dud2c84ys9rtkc4tk,LUNA,0.002000
secret126k6nn98k0cclwwdwallx5yd0yzvdtdkuewxp2,LUNA,6.355328
secret127dxnwlvwfq7r5mgx6en644s76g8v9rcrg05gc,LUNA,0.050000
secret1tsmelq7n6pcjd440x604f6tql6kaznqzhupjfs,LUNA,0.100000
secret1tn9qgjpy9rr6vqs9y0a3ltt3pzev5cuvl9ppnn,LUNA,0.100000
secret1v2xw94pjsu9776m2vhwdadt2w64uhk3ygvljh5,LUNA,0.100000
secret1vwksme7sppezfgmy9q36hqwuh4xqgznkp7axch,LUNA,0.200000
secret1v6q02n7srvzkyxfms4a2mu5p8xsp0ncpqm08dp,LUNA,0.454968
secret1vlq50nzpxffz3v9a2faqnjw82jnlqgpu6r490s,LUNA,0.110000
secret1d9chzpfw0skr3tw7ze35vth928wekyxpuapkyk,LUNA,0.100000
secret1dvdjc7ftjys8zevhmfd4gdrclre88p2jc262nf,LUNA,0.010000
secret1dmpqfu8x9n4xautarxn3y95w3ky7qcpemklfcf,LUNA,0.850365
secret1wmrz9zh4z9qupmlkr89phte0ncdchxvu248c28,LUNA,0.200000
secret10pnja5v5ppky6qe8k5q4qhzv3nqftdsuqq76dp,LUNA,0.200000
secret1sjd9q78vvz0y7u3veuewuneetd6xm6f7lc7st3,LUNA,0.040000
secret1s7kvwftqg38vsn7ccqqupwlw0nyjnhh38ry2ns,LUNA,0.001000
secret13zgm7nwdhpwyz3xg9d5tp4ezgmwnf3ed5xplqv,LUNA,0.010000
secret1393wfpzv5ghycc0ze2cs7rgttykjmjtr8nztg3,LUNA,0.010000
secret13xh4jvvtn3k542e396gaxfp9t8xcn69qkndlds,LUNA,0.330000
secret1jq5sxmwd3vs48kc07eurw69y8z52kz703h5fys,LUNA,0.050000
secret1js99ndqw6r3gp0f7aat03xk0tj0g49eh3u86ww,LUNA,0.000220
secret1j5278kxjeu22hyraae4099k5wdt2skhh0dltny,LUNA,0.017000
secret1j4w83ht96skk5ghgwk76mfsmxyjazwknhesrwd,LUNA,0.010000
secret1jkcwy8fauxd6zt8vhmya5jwukwqpd2g5hrg5x0,LUNA,0.200000
secret1jlgesy6cvkjh0rjg84dsvmn6v6hx2q8sn750dp,LUNA,0.038790
secret1ncv34hm2av2943y6dpfhsv4klgssghhzyhxtuc,LUNA,0.040000
secret1n6jh0398lvwv0f8c9x5wh7s0afzsuxj3s67s0x,LUNA,0.000726
secret15qlnayrhj9cac9w40zs95z4w6ngpl7rhxeah8l,LUNA,0.170000
secret15ntnssx05wwv6t7e64j8ec9hfwdn9hl3l9p9qz,LUNA,0.771187
secret15md2qvgma8lnvqv67w0umu2paqkqkhegm0d94r,LUNA,0.000008
secret14xgm9hcjendpa5dapgpugd8u5kpcr80yz0mz6l,LUNA,0.100000
secret14xswqe2edmhnq9k5a0ejawwy8m3v2sfwtql389,LUNA,0.100000
secret1423agmjm4mlhkllfgnexxhdreggpmrwt5xj56h,LUNA,0.220000
secret14t0exz6tht7wtqfkv820ypyy24c7jt98yxwv2f,LUNA,0.001000
secret14s40a97efqjcpj9eaxmlyv79evg0y09jnrswey,LUNA,0.849040
secret1k6gkldusp2dawnfnrrxjjc9x3d7cynush7gutv,LUNA,0.050000
secret1k6afvl2l52snmh2uhwpqmxerf2r56u5pm5sac3,LUNA,0.010000
secret1klyl7an049vd96naa98ma27qexexvrh06rzflk,LUNA,0.050000
secret1hdcdmt33jw87xfle4nw309cqjw7nv5gn4agfwu,LUNA,0.001000
secret1h57snd9e2f6zpejxamg2w8fzxckdwth6wcw3gu,LUNA,6.000000
secret1ct3fjftym9zpz47masgkt4202t8dpy72lhmdny,LUNA,0.100000
secret1c342p4pths8d560q985k6n73yfr6yxe9a08y6c,LUNA,0.000346
secret1cc9yurdklxtcph73gxx7782v27je4p2purwp60,LUNA,0.021315
secret1epz8as6kdaadn8klqjj0hs8xps9uhkd8narz44,LUNA,0.010000
secret1eps7hl5hjlfhgc9z6w8kccfvnxtdau4p9gj65l,LUNA,0.001000
secret1e8fnfznmgm67nud2uf2lrcvuy40pcdhrerph7v,LUNA,0.040001
secret1et6p2flr37626q75xrf6e3dlzpy0d2w0he056p,LUNA,0.004000
secret1ewejzc96yerjelpqkux55e9u6p9kfk6nhgtwwk,LUNA,0.085000
secret1es0q6f6fs39ev9uvcl2wvepraft2m57pk4jzxc,LUNA,0.050000
secret1esn5qv79x458s3plvnv638efne0xpzjrlm8mll,LUNA,0.064000
secret1ee37pphc5e9e09hdz28yxse09hsthw0vhny89u,LUNA,1.000000
secret1e7fhynwkjpu4nvaqttn3qrjzalstc047wxufjy,LUNA,0.350260
secret16g3u3pendk06amk3xtgfm0vd3algas6qzpqyum,LUNA,0.001000
secret164jyfxlfh5sfzvtuue2m0zz6mzh7pl77nx83tz,LUNA,0.100000
secret1myz6l06p5grnmn3lp5pku2apsgkf6sc4jdf6gs,LUNA,16.022687
secret1m9meqaltdgzgc5s7gcfy99q2p3qjn5l0kzxfk6,LUNA,0.010000
secret1mstv52j0k2pp5xukpzkfh6ns42crhmaswc42g7,LUNA,0.010000
secret1mn0642a3nh7ng0pwtk5rxqmhuz9yk08md5cn7j,LUNA,0.010000
secret1m6xmmjmrhxusvn0djy0g45n5lue0pvhcdvguyg,LUNA,0.500000
secret1urhv6y2jf9s3dc2euc7f0arnfnugv5d02y9303,LUNA,4.980000
secret1ug638vgykevnkyckxtpmcsay5h9fzjgz83eyzv,LUNA,0.010000
secret1ulmmql3lezr8vyvjvtyjg8dy7qmwjhkys7q4nr,LUNA,0.012031
secret1lrydgwnqurdxjszfugtswj0pcfmatlvsqg66hj,LUNA,11.112836
secret1l3qdyfr7c9yyr00l6ydk7l2ztdsgksvtsg0hcw,LUNA,0.010000
secret1l4e6umtwfze3d9x5cce0hca75ugz2mc0ke4pjq,LUNA,1.000000
secret1la6cj7zjuqqsghvwcs82tutw4x5sd95a823wl2,LUNA,0.050000
